,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,resume,verified
347,Aarohi,Verma,aarohi.verma@outlook.com,,,Male,,Uttar Pradesh,Lucknow,969649542,5,Immigration Law,District Court,"['English', 'Telugu', 'Kannada', 'Marathi', 'Bengali', 'Gujarati', 'Tamil']",3.78,2023-12-17 11:18:15.168835,,False
348,Niyati,Naik,niyati.naik@yahoo.com,,,Female,,Uttar Pradesh,Lucknow,2149631830,19,Civil Rights Law,High Court,['Gujarati'],3.02,2023-12-17 11:18:15.168835,,False
349,Aadi,Sharma,aadi.sharma@gmail.com,,,Male,,Gujarat,Ahmedabad,1514239626,10,Corporate Law,High Court,"['Gujarati', 'Marathi', 'English', 'Hindi', 'Telugu', 'Tamil']",3.31,2023-12-17 11:18:15.168835,,False
350,Ishwar,Singh,ishwar.singh@rediffmail.com,,,Male,,Gujarat,Ahmedabad,2452343934,25,Corporate Law,High Court,['Bengali'],3.68,2023-12-17 11:18:15.168835,,False
351,Aditya,Gupta,aditya.gupta@gmail.com,,,Female,,Rajasthan,Jaipur,9429226081,13,Real Estate Law,Supreme Court,"['English', 'Hindi', 'Tamil']",4.09,2023-12-17 11:18:15.168835,,False
352,Vivaan,Gupta,vivaan.gupta@hotmail.com,,,Male,,Karnataka,Bangalore,9294213543,14,Real Estate Law,Magistrate Court,"['Gujarati', 'Marathi']",3.11,2023-12-17 11:18:15.168835,,False
353,Shiv,Rao,shiv.rao@hotmail.com,,,Female,,Rajasthan,Jaipur,7041231843,18,Criminal Law,District Court,"['Gujarati', 'Telugu']",3.55,2023-12-17 11:18:15.168835,,False
354,Sia,Das,sia.das@hotmail.com,,,Female,,Maharashtra,Pune,7040569403,11,Civil Rights Law,Sessions Court,"['Telugu', 'Tamil', 'Gujarati', 'Hindi', 'English']",3.84,2023-12-17 11:18:15.168835,,False
355,Shlok,Mishra,shlok.mishra@gmail.com,,,Male,,Uttar Pradesh,Lucknow,1710544311,1,Immigration Law,Sessions Court,"['Hindi', 'English', 'Gujarati', 'Kannada']",3.4,2023-12-17 11:18:15.168835,,False
356,Yash,Kumar,yash.kumar@yahoo.com,,,Female,,Uttar Pradesh,Lucknow,3456043836,2,Personal Injury Law,District Court,"['Telugu', 'Marathi', 'Hindi', 'English', 'Bengali', 'Tamil', 'Gujarati', 'Kannada']",3.75,2023-12-17 11:18:15.168835,,False
357,Diya,Das,diya.das@rediffmail.com,,,Female,,Telangana,Hyderabad,9223778612,5,Real Estate Law,District Court,"['Kannada', 'Tamil', 'Hindi']",3.63,2023-12-17 11:18:15.168835,,False
358,Aadi,Khan,aadi.khan@gmail.com,,,Female,,Delhi,Delhi,1634041287,1,Family Law,Magistrate Court,"['Bengali', 'Marathi', 'Tamil', 'Telugu', 'English']",4.53,2023-12-17 11:18:15.168835,,False
359,Kritika,Chauhan,kritika.chauhan@hotmail.com,,,Female,,Rajasthan,Jaipur,9875919008,28,Family Law,High Court,"['Marathi', 'Hindi', 'Gujarati']",3.39,2023-12-17 11:18:15.168835,,False
360,Samaira,Chauhan,samaira.chauhan@rediffmail.com,,,Male,,Gujarat,Ahmedabad,5248154991,18,Immigration Law,Magistrate Court,"['Hindi', 'Bengali', 'Telugu', 'Gujarati', 'Marathi', 'Tamil', 'English', 'Kannada']",4.9,2023-12-17 11:18:15.168835,,False
361,Bhavya,Kumar,bhavya.kumar@rediffmail.com,,,Male,,Maharashtra,Pune,3639073959,6,Personal Injury Law,Sessions Court,['Bengali'],4.82,2023-12-17 11:18:15.168835,,False
362,Niyati,Chauhan,niyati.chauhan@yahoo.com,,,Female,,West Bengal,Kolkata,3744644203,16,Family Law,District Court,"['Bengali', 'Tamil']",3.19,2023-12-17 11:18:15.168835,,False
363,Rudra,Chauhan,rudra.chauhan@outlook.com,,,Male,,Tamil Nadu,Chennai,7081310619,16,Immigration Law,Sessions Court,"['Marathi', 'Kannada', 'Hindi', 'Bengali', 'Tamil', 'Gujarati']",3.14,2023-12-17 11:18:15.168835,,False
364,Rudra,Yadav,rudra.yadav@hotmail.com,,,Female,,Tamil Nadu,Chennai,9300607971,5,Family Law,Magistrate Court,"['Gujarati', 'Kannada', 'Tamil', 'Bengali', 'Marathi', 'English', 'Hindi', 'Telugu']",4.36,2023-12-17 11:18:15.168835,,False
365,Tanishq,Naik,tanishq.naik@rediffmail.com,,,Male,,Karnataka,Bangalore,6861233783,22,Real Estate Law,Supreme Court,"['Tamil', 'Kannada', 'English', 'Gujarati', 'Hindi']",3.58,2023-12-17 11:18:15.168835,,False
366,Sia,Naik,sia.naik@rediffmail.com,,,Female,,Telangana,Hyderabad,3242262776,27,Family Law,Sessions Court,['Telugu'],3.39,2023-12-17 11:18:15.168835,,False
367,Rohan,Chauhan,rohan.chauhan@gmail.com,,,Female,,Gujarat,Ahmedabad,1636978199,8,Family Law,Magistrate Court,"['Bengali', 'Marathi', 'Tamil', 'Kannada']",4.99,2023-12-17 11:18:15.168835,,False
368,Aarushi,Mishra,aarushi.mishra@outlook.com,,,Male,,Karnataka,Bangalore,4780605169,23,Family Law,Supreme Court,['Hindi'],3.76,2023-12-17 11:18:15.168835,,False
369,Mohit,Chauhan,mohit.chauhan@rediffmail.com,,,Female,,Tamil Nadu,Chennai,5317641565,27,Civil Rights Law,Supreme Court,"['Gujarati', 'Marathi', 'Kannada', 'English', 'Bengali', 'Tamil']",4.75,2023-12-17 11:18:15.168835,,False
370,Viha,Jha,viha.jha@yahoo.com,,,Male,,Telangana,Hyderabad,7490107117,3,Personal Injury Law,Sessions Court,"['Bengali', 'Gujarati', 'Marathi', 'Kannada', 'English']",4.92,2023-12-17 11:18:15.168835,,False
371,Shiv,Das,shiv.das@outlook.com,,,Female,,Tamil Nadu,Chennai,8198962282,26,Immigration Law,High Court,"['Hindi', 'Kannada']",4.54,2023-12-17 11:18:15.168835,,False
372,Kiaan,Verma,kiaan.verma@yahoo.com,,,Male,,Rajasthan,Jaipur,9851849068,30,Family Law,District Court,"['Telugu', 'English', 'Marathi', 'Kannada', 'Bengali']",4.08,2023-12-17 11:18:15.168835,,False
373,Aditya,Naik,aditya.naik@gmail.com,,,Female,,Karnataka,Bangalore,4954963548,22,Real Estate Law,Supreme Court,"['Tamil', 'Telugu', 'English', 'Bengali']",4.35,2023-12-17 11:18:15.168835,,False
374,Vidhi,Khan,vidhi.khan@yahoo.com,,,Male,,Gujarat,Ahmedabad,8101762748,16,Family Law,Sessions Court,"['Bengali', 'English', 'Telugu', 'Tamil']",4.55,2023-12-17 11:18:15.168835,,False
375,Ved,Thakur,ved.thakur@yahoo.com,,,Male,,Telangana,Hyderabad,9622885669,9,Civil Rights Law,High Court,"['Gujarati', 'Tamil', 'Kannada', 'Telugu', 'Marathi']",3.49,2023-12-17 11:18:15.168835,,False
376,Vidhi,Deshmukh,vidhi.deshmukh@rediffmail.com,,,Male,,Delhi,Delhi,5818738063,23,Personal Injury Law,District Court,"['Tamil', 'Hindi', 'Marathi', 'Gujarati', 'Telugu']",4.9,2023-12-17 11:18:15.168835,,False
377,Aarushi,Singh,aarushi.singh@hotmail.com,,,Male,,Telangana,Hyderabad,1975697843,15,Family Law,Sessions Court,"['English', 'Hindi', 'Kannada', 'Marathi', 'Bengali', 'Tamil', 'Gujarati']",4.96,2023-12-17 11:18:15.168835,,False
378,Kritika,Reddy,kritika.reddy@outlook.com,,,Female,,Gujarat,Ahmedabad,5131834769,12,Corporate Law,Supreme Court,['Tamil'],3.45,2023-12-17 11:18:15.168835,,False
379,Mohit,Shah,mohit.shah@yahoo.com,,,Male,,Rajasthan,Jaipur,8794661174,28,Real Estate Law,High Court,"['Telugu', 'Hindi', 'Gujarati', 'English', 'Kannada']",3.1,2023-12-17 11:18:15.168835,,False
380,Mira,Pandey,mira.pandey@yahoo.com,,,Male,,Gujarat,Ahmedabad,6111073660,13,Immigration Law,Supreme Court,"['Hindi', 'Tamil', 'Telugu', 'Bengali', 'Gujarati']",4.22,2023-12-17 11:18:15.168835,,False
381,Ishaan,Pradhan,ishaan.pradhan@outlook.com,,,Male,,Delhi,Delhi,5172862317,26,Personal Injury Law,District Court,"['Gujarati', 'Bengali', 'Marathi']",3.6,2023-12-17 11:18:15.168835,,False
382,Shiv,Patel,shiv.patel@outlook.com,,,Male,,Delhi,Delhi,4277639874,20,Real Estate Law,Sessions Court,"['Tamil', 'English', 'Marathi', 'Gujarati']",3.35,2023-12-17 11:18:15.168835,,False
383,Jhanvi,Sharma,jhanvi.sharma@yahoo.com,,,Female,,Telangana,Hyderabad,6325383615,18,Real Estate Law,District Court,['Hindi'],4.41,2023-12-17 11:18:15.168835,,False
384,Suhana,Jha,suhana.jha@outlook.com,,,Female,,Rajasthan,Jaipur,8986417152,24,Family Law,District Court,"['Gujarati', 'Kannada', 'English', 'Telugu', 'Marathi']",4.8,2023-12-17 11:18:15.168835,,False
385,Kiara,Thakur,kiara.thakur@rediffmail.com,,,Female,,Karnataka,Bangalore,7452531546,15,Personal Injury Law,District Court,"['Tamil', 'Bengali', 'Hindi']",4.91,2023-12-17 11:18:15.168835,,False
386,Aarushi,Rao,aarushi.rao@yahoo.com,,,Male,,Karnataka,Bangalore,2217498897,19,Civil Rights Law,District Court,"['Tamil', 'English', 'Hindi', 'Bengali', 'Marathi']",4.6,2023-12-17 11:18:15.168835,,False
387,Aadi,Khan,aadi.khan@yahoo.com,,,Female,,West Bengal,Kolkata,1660284397,30,Real Estate Law,Supreme Court,"['Kannada', 'Tamil', 'Bengali', 'Hindi']",3.78,2023-12-17 11:18:15.168835,,False
388,Zara,Shah,zara.shah@rediffmail.com,,,Female,,Gujarat,Ahmedabad,8991489982,2,Corporate Law,District Court,"['Hindi', 'Bengali', 'Tamil']",3.16,2023-12-17 11:18:15.168835,,False
389,Saisha,Thakur,saisha.thakur@hotmail.com,,,Male,,West Bengal,Kolkata,7701749655,8,Personal Injury Law,Magistrate Court,"['Tamil', 'Hindi', 'English', 'Marathi', 'Kannada', 'Bengali', 'Telugu', 'Gujarati']",4.21,2023-12-17 11:18:15.168835,,False
390,Ishani,Reddy,ishani.reddy@rediffmail.com,,,Female,,Tamil Nadu,Chennai,2683733556,4,Personal Injury Law,District Court,"['Kannada', 'Tamil', 'Hindi', 'English']",3.14,2023-12-17 11:18:15.168835,,False
391,Tanishq,Thakur,tanishq.thakur@rediffmail.com,,,Male,,Tamil Nadu,Chennai,9362554245,28,Real Estate Law,Sessions Court,"['Gujarati', 'Telugu', 'Tamil', 'English', 'Kannada']",3.31,2023-12-17 11:18:15.168835,,False
392,Suhana,Das,suhana.das@hotmail.com,,,Female,,Gujarat,Ahmedabad,6414296825,3,Immigration Law,Sessions Court,"['English', 'Tamil', 'Gujarati', 'Marathi', 'Telugu']",3.88,2023-12-17 11:18:15.168835,,False
393,Advik,Mishra,advik.mishra@hotmail.com,,,Male,,Gujarat,Ahmedabad,3845475197,18,Corporate Law,Supreme Court,"['Marathi', 'Telugu', 'Bengali', 'Kannada', 'Gujarati', 'Tamil']",3.08,2023-12-17 11:18:15.168835,,False
394,Atharva,Das,atharva.das@outlook.com,,,Female,,Karnataka,Bangalore,4435604652,7,Criminal Law,District Court,"['Telugu', 'Tamil', 'Bengali', 'English']",4.52,2023-12-17 11:18:15.168835,,False
395,Yash,Naik,yash.naik@outlook.com,,,Male,,Gujarat,Ahmedabad,6979946344,19,Real Estate Law,Sessions Court,"['Gujarati', 'Marathi', 'Bengali', 'Hindi', 'Tamil', 'Kannada']",3.07,2023-12-17 11:18:15.168835,,False
396,Jhanvi,Das,jhanvi.das@hotmail.com,,,Male,,Gujarat,Ahmedabad,6398836555,6,Personal Injury Law,Magistrate Court,['Kannada'],3.06,2023-12-17 11:18:15.168835,,False
397,Ishaan,Rao,ishaan.rao@hotmail.com,,,Female,,Karnataka,Bangalore,3586309187,18,Criminal Law,Magistrate Court,['Gujarati'],4.57,2023-12-17 11:18:15.168835,,False
398,Rudra,Sharma,rudra.sharma@hotmail.com,,,Male,,Telangana,Hyderabad,5528182703,29,Personal Injury Law,Magistrate Court,"['Telugu', 'English']",3.67,2023-12-17 11:18:15.168835,,False
399,Yuvika,Pandey,yuvika.pandey@gmail.com,,,Female,,Rajasthan,Jaipur,3251713742,29,Personal Injury Law,District Court,"['Marathi', 'Telugu', 'Gujarati', 'Bengali', 'Tamil', 'Hindi', 'English', 'Kannada']",3.17,2023-12-17 11:18:15.168835,,False
400,Diya,Thakur,diya.thakur@hotmail.com,,,Female,,Tamil Nadu,Chennai,1811113288,10,Immigration Law,High Court,"['Telugu', 'Bengali', 'Tamil', 'Marathi', 'Gujarati', 'Hindi']",4.45,2023-12-17 11:18:15.168835,,False
401,Neha,Chauhan,neha.chauhan@yahoo.com,,,Male,,Maharashtra,Mumbai,1206280255,5,Civil Rights Law,High Court,"['Kannada', 'Gujarati', 'English']",4.17,2023-12-17 11:18:15.168835,,False
402,Zoya,Singh,zoya.singh@yahoo.com,,,Female,,Uttar Pradesh,Lucknow,5848150117,14,Personal Injury Law,Supreme Court,"['Telugu', 'English', 'Hindi', 'Marathi', 'Gujarati', 'Bengali', 'Kannada']",3.45,2023-12-17 11:18:15.168835,,False
403,Kiaan,Choudhary,kiaan.choudhary@outlook.com,,,Male,,Tamil Nadu,Chennai,3960611735,16,Criminal Law,Magistrate Court,"['Bengali', 'Tamil', 'Marathi', 'English', 'Kannada', 'Gujarati', 'Hindi', 'Telugu']",4.05,2023-12-17 11:18:15.168835,,False
404,Yuvan,Das,yuvan.das@rediffmail.com,,,Female,,Uttar Pradesh,Lucknow,6769402175,20,Criminal Law,District Court,"['Gujarati', 'Tamil', 'Telugu']",3.5,2023-12-17 11:18:15.168835,,False
405,Vihaan,Singh,vihaan.singh@outlook.com,,,Female,,West Bengal,Kolkata,2685264697,11,Family Law,Sessions Court,"['Telugu', 'Bengali', 'English', 'Tamil', 'Hindi', 'Kannada', 'Marathi']",4.94,2023-12-17 11:18:15.168835,,False
406,Ved,Rao,ved.rao@gmail.com,,,Male,,Rajasthan,Jaipur,6543018493,15,Real Estate Law,High Court,"['Kannada', 'Bengali', 'English', 'Tamil', 'Telugu', 'Gujarati', 'Hindi']",4.61,2023-12-17 11:18:15.168835,,False
407,Ishwar,Choudhary,ishwar.choudhary@rediffmail.com,,,Female,,Gujarat,Ahmedabad,9310333478,28,Real Estate Law,District Court,"['Bengali', 'Kannada', 'Gujarati', 'Marathi', 'Tamil']",3.5,2023-12-17 11:18:15.168835,,False
408,Rudra,Malhotra,rudra.malhotra@outlook.com,,,Male,,Telangana,Hyderabad,9790969982,10,Criminal Law,Sessions Court,"['Hindi', 'Marathi', 'Telugu']",3.37,2023-12-17 11:18:15.168835,,False
409,Neev,Gupta,neev.gupta@hotmail.com,,,Female,,Rajasthan,Jaipur,2087063972,29,Immigration Law,Sessions Court,['Telugu'],4.12,2023-12-17 11:18:15.168835,,False
410,Saanvi,Chauhan,saanvi.chauhan@hotmail.com,,,Female,,Uttar Pradesh,Lucknow,4581653924,9,Immigration Law,Sessions Court,"['Bengali', 'English', 'Kannada', 'Gujarati', 'Telugu', 'Tamil', 'Hindi', 'Marathi']",4.67,2023-12-17 11:18:15.168835,,False
411,Ishant,Khan,ishant.khan@rediffmail.com,,,Female,,Maharashtra,Pune,7618750983,23,Corporate Law,Sessions Court,['English'],4.7,2023-12-17 11:18:15.168835,,False
412,Ishita,Reddy,ishita.reddy@hotmail.com,,,Female,,Gujarat,Ahmedabad,9452987515,2,Immigration Law,Magistrate Court,"['Marathi', 'Telugu', 'Kannada', 'Gujarati', 'Hindi', 'Bengali']",4.06,2023-12-17 11:18:15.168835,,False
413,Mohit,Jha,mohit.jha@gmail.com,,,Female,,Telangana,Hyderabad,8576119388,7,Civil Rights Law,High Court,"['Hindi', 'Bengali', 'Telugu', 'Marathi', 'English', 'Kannada', 'Gujarati', 'Tamil']",3.96,2023-12-17 11:18:15.168835,,False
414,Kavya,Reddy,kavya.reddy@gmail.com,,,Male,,Rajasthan,Jaipur,2158052030,27,Civil Rights Law,District Court,"['Telugu', 'Marathi', 'Gujarati', 'Hindi']",4.03,2023-12-17 11:18:15.168835,,False
415,Kavya,Naik,kavya.naik@outlook.com,,,Female,,Tamil Nadu,Chennai,5586662462,23,Family Law,Magistrate Court,"['Telugu', 'Marathi', 'Bengali', 'Hindi', 'Gujarati']",4.07,2023-12-17 11:18:15.168835,,False
416,Aryan,Das,aryan.das@yahoo.com,,,Male,,West Bengal,Kolkata,3866942868,23,Family Law,Supreme Court,"['English', 'Hindi', 'Kannada', 'Gujarati', 'Tamil', 'Marathi']",3.95,2023-12-17 11:18:15.168835,,False
417,Jhanvi,Sharma,jhanvi.sharma@yahoo.com,,,Female,,Delhi,Delhi,5301415819,10,Personal Injury Law,High Court,"['Hindi', 'Gujarati', 'English', 'Marathi', 'Tamil']",5.0,2023-12-17 11:18:15.168835,,False
418,Mira,Malhotra,mira.malhotra@hotmail.com,,,Female,,West Bengal,Kolkata,4743720267,26,Family Law,Supreme Court,"['Telugu', 'Bengali', 'Tamil']",3.22,2023-12-17 11:18:15.168835,,False
419,Aryan,Reddy,aryan.reddy@yahoo.com,,,Female,,Delhi,Delhi,6646982920,6,Immigration Law,High Court,"['Kannada', 'Tamil']",4.32,2023-12-17 11:18:15.168835,,False
420,Chahat,Verma,chahat.verma@hotmail.com,,,Male,,West Bengal,Kolkata,2842309538,25,Personal Injury Law,District Court,"['Gujarati', 'Tamil', 'Telugu', 'Marathi', 'Kannada', 'Bengali', 'Hindi', 'English']",4.21,2023-12-17 11:18:15.168835,,False
421,Rohan,Patel,rohan.patel@gmail.com,,,Female,,West Bengal,Kolkata,2335742212,8,Immigration Law,Sessions Court,"['Marathi', 'Telugu', 'Hindi', 'Bengali']",3.34,2023-12-17 11:18:15.168835,,False
422,Viha,Khan,viha.khan@outlook.com,,,Male,,West Bengal,Kolkata,818457420,16,Criminal Law,High Court,"['Kannada', 'Marathi', 'Hindi']",3.35,2023-12-17 11:18:15.168835,,False
423,Ishani,Thakur,ishani.thakur@rediffmail.com,,,Female,,Telangana,Hyderabad,3934394572,13,Civil Rights Law,District Court,"['Kannada', 'Tamil', 'Gujarati', 'Telugu']",3.13,2023-12-17 11:18:15.168835,,False
424,Saanvi,Patel,saanvi.patel@outlook.com,,,Female,,Maharashtra,Pune,5876458507,12,Personal Injury Law,Magistrate Court,"['Gujarati', 'Bengali', 'Tamil', 'Marathi', 'Telugu', 'English', 'Hindi']",4.83,2023-12-17 11:18:15.168835,,False
425,Saanvi,Yadav,saanvi.yadav@rediffmail.com,,,Male,,Telangana,Hyderabad,6476268855,5,Civil Rights Law,Magistrate Court,"['Tamil', 'Telugu', 'English', 'Bengali']",4.78,2023-12-17 11:18:15.168835,,False
426,Eshan,Chauhan,eshan.chauhan@gmail.com,,,Female,,West Bengal,Kolkata,7009203299,6,Family Law,Sessions Court,"['Hindi', 'English', 'Bengali', 'Kannada', 'Marathi', 'Gujarati', 'Telugu']",4.31,2023-12-17 11:18:15.168835,,False
427,Yuvan,Verma,yuvan.verma@rediffmail.com,,,Male,,Maharashtra,Mumbai,4447585832,10,Real Estate Law,High Court,['Tamil'],3.09,2023-12-17 11:18:15.168835,,False
428,Neha,Yadav,neha.yadav@outlook.com,,,Male,,Telangana,Hyderabad,9387725327,19,Immigration Law,High Court,"['Hindi', 'Marathi']",3.09,2023-12-17 11:18:15.168835,,False
429,Zoya,Thakur,zoya.thakur@outlook.com,,,Female,,Rajasthan,Jaipur,1246396586,16,Corporate Law,District Court,"['Hindi', 'Bengali', 'Telugu', 'English', 'Kannada', 'Tamil']",4.92,2023-12-17 11:18:15.168835,,False
430,Misha,Mishra,misha.mishra@outlook.com,,,Male,,Rajasthan,Jaipur,9329694627,19,Corporate Law,Supreme Court,['Hindi'],4.97,2023-12-17 11:18:15.168835,,False
431,Avishi,Pathak,avishi.pathak@hotmail.com,,,Female,,Rajasthan,Jaipur,1148204966,28,Civil Rights Law,Sessions Court,"['Hindi', 'Marathi']",3.2,2023-12-17 11:18:15.168835,,False
432,Zoya,Pradhan,zoya.pradhan@outlook.com,,,Female,,West Bengal,Kolkata,2458961112,7,Personal Injury Law,Supreme Court,"['Hindi', 'Tamil']",4.69,2023-12-17 11:18:15.168835,,False
433,Aarohi,Pradhan,aarohi.pradhan@outlook.com,,,Female,,West Bengal,Kolkata,5894949534,18,Civil Rights Law,Magistrate Court,"['Kannada', 'Tamil', 'Hindi', 'Gujarati', 'English', 'Bengali', 'Marathi']",3.54,2023-12-17 11:18:15.168835,,False
434,Samaira,Deshmukh,samaira.deshmukh@outlook.com,,,Female,,West Bengal,Kolkata,9781489190,8,Family Law,District Court,"['Kannada', 'Tamil']",3.52,2023-12-17 11:18:15.168835,,False
435,Zara,Sharma,zara.sharma@yahoo.com,,,Male,,Rajasthan,Jaipur,2284254863,17,Corporate Law,High Court,"['English', 'Hindi']",3.48,2023-12-17 11:18:15.168835,,False
436,Ishani,Deshmukh,ishani.deshmukh@gmail.com,,,Female,,Gujarat,Ahmedabad,9193888003,22,Criminal Law,High Court,"['Gujarati', 'Marathi', 'Telugu']",3.41,2023-12-17 11:18:15.168835,,False
437,Ishika,Das,ishika.das@yahoo.com,,,Male,,Gujarat,Ahmedabad,7529831088,16,Corporate Law,Supreme Court,"['Kannada', 'Bengali', 'Telugu', 'Gujarati', 'Tamil', 'English']",4.56,2023-12-17 11:18:15.168835,,False
438,Jhanvi,Pandey,jhanvi.pandey@rediffmail.com,,,Male,,Rajasthan,Jaipur,8470124388,29,Civil Rights Law,High Court,"['English', 'Bengali', 'Marathi', 'Tamil', 'Hindi', 'Kannada', 'Gujarati']",3.65,2023-12-17 11:18:15.168835,,False
439,Ishaan,Kumar,ishaan.kumar@hotmail.com,,,Female,,Telangana,Hyderabad,3973421200,16,Family Law,Sessions Court,['English'],4.95,2023-12-17 11:18:15.168835,,False
440,Aarav,Rao,aarav.rao@outlook.com,,,Male,,Uttar Pradesh,Lucknow,933495791,26,Civil Rights Law,High Court,"['English', 'Kannada', 'Hindi', 'Bengali', 'Telugu', 'Marathi', 'Gujarati', 'Tamil']",4.89,2023-12-17 11:18:15.168835,,False
441,Samaira,Das,samaira.das@gmail.com,,,Male,,Rajasthan,Jaipur,7323162649,17,Criminal Law,High Court,"['Bengali', 'Telugu', 'Marathi', 'Hindi', 'Tamil', 'Kannada', 'Gujarati']",4.92,2023-12-17 11:18:15.168835,,False
442,Dhruv,Shah,dhruv.shah@hotmail.com,,,Male,,West Bengal,Kolkata,9451670259,4,Immigration Law,Sessions Court,"['Marathi', 'Tamil', 'Telugu']",4.42,2023-12-17 11:18:15.168835,,False
443,Rudra,Jha,rudra.jha@gmail.com,,,Female,,Delhi,Delhi,2538790602,22,Immigration Law,Magistrate Court,"['English', 'Hindi', 'Telugu', 'Tamil']",3.51,2023-12-17 11:18:15.168835,,False
444,Avni,Yadav,avni.yadav@outlook.com,,,Male,,West Bengal,Kolkata,6867839675,6,Civil Rights Law,Sessions Court,['Gujarati'],4.43,2023-12-17 11:18:15.168835,,False
445,Zara,Choudhary,zara.choudhary@hotmail.com,,,Male,,Delhi,Delhi,4013727317,25,Personal Injury Law,District Court,"['Marathi', 'Hindi', 'English', 'Kannada', 'Tamil', 'Bengali']",4.19,2023-12-17 11:18:15.168835,,False
446,Kabir,Patel,kabir.patel@outlook.com,,,Female,,Maharashtra,Pune,2044680039,3,Criminal Law,Sessions Court,"['English', 'Bengali', 'Gujarati', 'Hindi', 'Tamil', 'Marathi', 'Kannada']",3.89,2023-12-17 11:18:15.168835,,False
447,Vihaan,Deshmukh,vihaan.deshmukh@rediffmail.com,,,Male,,Tamil Nadu,Chennai,4342822457,10,Family Law,High Court,"['Telugu', 'Hindi', 'English', 'Gujarati', 'Marathi', 'Bengali', 'Kannada']",3.1,2023-12-17 11:18:15.168835,,False
448,Ananya,Rao,ananya.rao@rediffmail.com,,,Male,,Gujarat,Ahmedabad,4871117007,25,Family Law,District Court,"['Tamil', 'English', 'Gujarati', 'Telugu', 'Hindi', 'Kannada', 'Marathi']",4.26,2023-12-17 11:18:15.168835,,False
449,Aarohi,Mishra,aarohi.mishra@yahoo.com,,,Female,,Gujarat,Ahmedabad,4832970498,29,Real Estate Law,High Court,"['Bengali', 'Gujarati', 'Kannada', 'Telugu', 'Hindi']",4.65,2023-12-17 11:18:15.168835,,False
450,Mohit,Verma,mohit.verma@yahoo.com,,,Female,,Uttar Pradesh,Lucknow,6479769772,7,Family Law,Supreme Court,"['Bengali', 'Gujarati', 'Hindi', 'English', 'Telugu']",3.16,2023-12-17 11:18:15.168835,,False
451,Arjun,Deshmukh,arjun.deshmukh@yahoo.com,,,Male,,Telangana,Hyderabad,4791092017,21,Real Estate Law,Sessions Court,"['Kannada', 'Marathi', 'Bengali', 'Telugu']",3.25,2023-12-17 11:18:15.168835,,False
452,Rudra,Pradhan,rudra.pradhan@rediffmail.com,,,Male,,Tamil Nadu,Chennai,8724286867,19,Personal Injury Law,Magistrate Court,['Telugu'],4.69,2023-12-17 11:18:15.168835,,False
453,Kiara,Pandey,kiara.pandey@rediffmail.com,,,Male,,West Bengal,Kolkata,1903693546,11,Family Law,High Court,"['English', 'Gujarati', 'Kannada', 'Marathi']",3.74,2023-12-17 11:18:15.168835,,False
454,Jhanvi,Shah,jhanvi.shah@yahoo.com,,,Female,,Gujarat,Ahmedabad,6714990954,11,Family Law,Supreme Court,"['Tamil', 'Telugu', 'Gujarati', 'Bengali', 'Hindi', 'Marathi', 'Kannada']",3.81,2023-12-17 11:18:15.168835,,False
455,Aarohi,Gupta,aarohi.gupta@gmail.com,,,Male,,Delhi,Delhi,3364175903,25,Immigration Law,District Court,"['English', 'Telugu', 'Gujarati']",3.04,2023-12-17 11:18:15.168835,,False
456,Shiv,Malhotra,shiv.malhotra@gmail.com,,,Male,,Telangana,Hyderabad,8540349997,28,Immigration Law,High Court,"['Bengali', 'Tamil', 'Telugu', 'Marathi', 'Kannada', 'Gujarati']",4.38,2023-12-17 11:18:15.168835,,False
457,Esha,Mishra,esha.mishra@rediffmail.com,,,Male,,Gujarat,Ahmedabad,5474583086,8,Family Law,Supreme Court,"['Hindi', 'Bengali', 'Kannada', 'Tamil']",3.75,2023-12-17 11:18:15.168835,,False
458,Neha,Khan,neha.khan@gmail.com,,,Male,,Gujarat,Ahmedabad,2139302502,2,Real Estate Law,High Court,"['English', 'Hindi']",4.75,2023-12-17 11:18:15.168835,,False
459,Aditya,Chauhan,aditya.chauhan@outlook.com,,,Female,,Rajasthan,Jaipur,1998327584,17,Real Estate Law,Sessions Court,"['Gujarati', 'Bengali', 'Telugu', 'Hindi', 'Marathi', 'Kannada']",3.43,2023-12-17 11:18:15.168835,,False
460,Ishika,Thakur,ishika.thakur@rediffmail.com,,,Male,,Maharashtra,Mumbai,1234073091,5,Civil Rights Law,High Court,"['Bengali', 'Hindi', 'Tamil', 'Telugu', 'English', 'Gujarati']",3.73,2023-12-17 11:18:15.168835,,False
461,Riya,Pathak,riya.pathak@yahoo.com,,,Male,,Gujarat,Ahmedabad,1134607517,11,Personal Injury Law,Sessions Court,"['English', 'Tamil', 'Bengali', 'Kannada', 'Marathi']",4.23,2023-12-17 11:18:15.168835,,False
462,Sia,Mishra,sia.mishra@gmail.com,,,Female,,Karnataka,Bangalore,6028218853,24,Real Estate Law,Sessions Court,"['Kannada', 'Marathi', 'English']",3.7,2023-12-17 11:18:15.168835,,False
463,Aarav,Naik,aarav.naik@outlook.com,,,Male,,Delhi,Delhi,2000248072,25,Immigration Law,Sessions Court,"['Kannada', 'Bengali', 'Telugu', 'Tamil', 'Gujarati', 'English', 'Marathi', 'Hindi']",4.15,2023-12-17 11:18:15.168835,,False
