,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,degree_doc,verified,min_cost_per_hr
334,Daivik,Sharma,daivik.sharma@rediffmail.com,,,Male,110010,Delhi,Delhi,9307013074,3,Real Estate Law,District Court,"['English', 'Tamil', 'Telugu', 'Marathi', 'Bengali']",4.36,2023-12-19 21:50:58.549698,,True,2079
335,Yuvaan,Kumar,yuvaan.kumar@yahoo.com,,,Female,302087,Rajasthan,Jaipur,6408432234,4,Immigration Law,Magistrate Court,"['Bengali', 'Kannada', 'Telugu', 'Hindi']",3.57,2023-12-19 21:50:58.549698,,True,5352
336,Aarohi,Thakur,aarohi.thakur@gmail.com,,,Female,600063,Tamil Nadu,Chennai,4710459237,4,Real Estate Law,Sessions Court,"['Gujarati', 'Telugu', 'Marathi', 'Tamil']",4.73,2023-12-19 21:50:58.549698,,True,2727
337,Kiaan,Pandey,kiaan.pandey@gmail.com,,,Female,226072,Uttar Pradesh,Lucknow,6909717714,10,Immigration Law,High Court,['Telugu'],4.41,2023-12-19 21:50:58.549698,,True,3427
338,Jhanvi,Malhotra,jhanvi.malhotra@gmail.com,,,Female,226073,Uttar Pradesh,Lucknow,2930418651,7,Civil Rights Law,Sessions Court,"['English', 'Kannada', 'Hindi', 'Gujarati', 'Telugu', 'Tamil', 'Marathi', 'Bengali']",3.92,2023-12-19 21:50:58.549698,,True,2374
339,Kabir,Pandey,kabir.pandey@gmail.com,,,Female,110024,Delhi,Delhi,1432406321,22,Family Law,Sessions Court,['Gujarati'],3.49,2023-12-19 21:50:58.549698,,True,3254
340,Advik,Reddy,advik.reddy@outlook.com,,,Female,226010,Uttar Pradesh,Lucknow,7796196629,9,Immigration Law,Supreme Court,"['English', 'Gujarati', 'Bengali', 'Marathi', 'Telugu', 'Tamil']",4.61,2023-12-19 21:50:58.549698,,True,5933
341,Saanvi,Pathak,saanvi.pathak@gmail.com,,,Male,500080,Telangana,Hyderabad,9781096885,7,Immigration Law,District Court,"['Hindi', 'Gujarati', 'Tamil', 'English', 'Marathi', 'Telugu']",4.95,2023-12-19 21:50:58.549698,,True,5614
342,Neev,Roy,neev.roy@outlook.com,,,Female,380072,Gujarat,Ahmedabad,7413834023,9,Civil Rights Law,Magistrate Court,"['Kannada', 'English', 'Hindi']",4.66,2023-12-19 21:50:58.549698,,True,2406
343,Zara,Sharma,zara.sharma@gmail.com,,,Female,600032,Tamil Nadu,Chennai,7649277136,29,Immigration Law,Magistrate Court,"['Kannada', 'Telugu', 'Marathi']",4.49,2023-12-19 21:50:58.549698,,True,6453
344,Dhruv,Verma,dhruv.verma@hotmail.com,,,Female,110034,Delhi,Delhi,2399783725,2,Civil Rights Law,District Court,"['Hindi', 'Kannada', 'English']",3.98,2023-12-19 21:50:58.549698,,True,6320
345,Atharva,Pandey,atharva.pandey@yahoo.com,,,Male,226099,Uttar Pradesh,Lucknow,7607275543,25,Real Estate Law,Supreme Court,"['English', 'Hindi']",4.3,2023-12-19 21:50:58.549698,,True,6683
346,Ishani,Reddy,ishani.reddy@gmail.com,,,Female,700028,West Bengal,Kolkata,6639681870,2,Civil Rights Law,Magistrate Court,"['Marathi', 'Telugu', 'Gujarati']",4.32,2023-12-19 21:50:58.549698,,True,5801
347,Ananya,Singh,ananya.singh@outlook.com,,,Female,560020,Karnataka,Bangalore,8005208292,19,Personal Injury Law,Sessions Court,"['Tamil', 'Telugu', 'Bengali', 'Hindi', 'English', 'Marathi', 'Kannada', 'Gujarati']",4.78,2023-12-19 21:50:58.549698,,True,3990
348,Kiaan,Shah,kiaan.shah@rediffmail.com,,,Female,411060,Maharashtra,Mumbai,1602916567,27,Criminal Law,Magistrate Court,['Marathi'],3.34,2023-12-19 21:50:58.549698,,True,3454
349,Aarav,Yadav,aarav.yadav@gmail.com,,,Male,380092,Gujarat,Ahmedabad,5935359936,16,Civil Rights Law,Supreme Court,['Kannada'],3.93,2023-12-19 21:50:58.549698,,True,4732
350,Saanvi,Rao,saanvi.rao@rediffmail.com,,,Female,700058,West Bengal,Kolkata,1639812719,14,Civil Rights Law,Magistrate Court,"['Kannada', 'Hindi', 'English', 'Marathi', 'Tamil', 'Telugu', 'Bengali', 'Gujarati']",4.23,2023-12-19 21:50:58.549698,,True,3297
351,Dhruv,Thakur,dhruv.thakur@hotmail.com,,,Male,226093,Uttar Pradesh,Lucknow,1700690074,11,Immigration Law,Sessions Court,"['Bengali', 'Tamil', 'Gujarati']",4.15,2023-12-19 21:50:58.549698,,True,3521
352,Shaurya,Gupta,shaurya.gupta@rediffmail.com,,,Male,560022,Karnataka,Bangalore,8394539820,24,Personal Injury Law,Magistrate Court,"['Hindi', 'Telugu', 'Kannada', 'Gujarati', 'English', 'Marathi', 'Bengali', 'Tamil']",3.3,2023-12-19 21:50:58.549698,,True,6344
353,Vivaan,Pandey,vivaan.pandey@yahoo.com,,,Female,500021,Telangana,Hyderabad,9531332610,3,Civil Rights Law,Magistrate Court,"['Marathi', 'Hindi', 'Gujarati', 'Tamil', 'English']",4.73,2023-12-19 21:50:58.549698,,True,5402
354,Aditya,Rao,aditya.rao@gmail.com,,,Female,380016,Gujarat,Ahmedabad,5573885862,14,Criminal Law,High Court,"['Tamil', 'Marathi', 'Kannada', 'Telugu']",3.9,2023-12-19 21:50:58.549698,,True,4559
355,Ishaan,Verma,ishaan.verma@outlook.com,,,Female,560022,Karnataka,Bangalore,5488270129,12,Corporate Law,Sessions Court,"['Kannada', 'Tamil', 'English', 'Marathi', 'Gujarati', 'Telugu', 'Hindi']",4.04,2023-12-19 21:50:58.549698,,True,4513
356,Ishwar,Thakur,ishwar.thakur@rediffmail.com,,,Male,560086,Karnataka,Bangalore,5171706098,17,Personal Injury Law,Supreme Court,"['Kannada', 'Gujarati', 'Tamil', 'Bengali', 'Telugu', 'Marathi', 'English']",4.99,2023-12-19 21:50:58.549698,,True,4730
357,Advik,Khan,advik.khan@outlook.com,,,Female,302088,Rajasthan,Jaipur,7694418378,14,Immigration Law,High Court,"['Tamil', 'Telugu']",4.35,2023-12-19 21:50:58.549698,,True,3487
358,Ishita,Das,ishita.das@hotmail.com,,,Female,500058,Telangana,Hyderabad,6926598397,9,Family Law,District Court,"['Marathi', 'Gujarati', 'Tamil', 'Telugu', 'Bengali']",4.54,2023-12-19 21:50:58.549698,,True,5050
359,Misha,Naik,misha.naik@rediffmail.com,,,Female,411066,Maharashtra,Pune,8200278179,5,Criminal Law,High Court,['Hindi'],4.66,2023-12-19 21:50:58.549698,,True,5413
360,Saisha,Reddy,saisha.reddy@hotmail.com,,,Male,110044,Delhi,Delhi,2422203165,27,Corporate Law,Supreme Court,"['Tamil', 'Gujarati', 'English', 'Kannada', 'Marathi', 'Telugu', 'Hindi', 'Bengali']",3.52,2023-12-19 21:50:58.549698,,True,6777
361,Om,Pathak,om.pathak@hotmail.com,,,Male,560032,Karnataka,Bangalore,8655648500,17,Corporate Law,Magistrate Court,"['Telugu', 'Tamil', 'Gujarati', 'Kannada']",4.72,2023-12-19 21:50:58.549698,,True,6652
362,Pari,Choudhary,pari.choudhary@outlook.com,,,Female,110026,Delhi,Delhi,7102794912,12,Civil Rights Law,Supreme Court,"['English', 'Tamil', 'Bengali', 'Kannada', 'Telugu']",3.88,2023-12-19 21:50:58.549698,,True,3008
363,Shaurya,Sharma,shaurya.sharma@outlook.com,,,Female,302014,Rajasthan,Jaipur,1363026002,1,Real Estate Law,Supreme Court,"['Tamil', 'English', 'Kannada']",3.63,2023-12-19 21:50:58.549698,,True,4561
364,Ishani,Singh,ishani.singh@rediffmail.com,,,Female,411025,Maharashtra,Pune,4635018092,30,Real Estate Law,Supreme Court,"['Tamil', 'Hindi', 'Gujarati', 'English']",3.63,2023-12-19 21:50:58.549698,,True,3323
365,Jhanvi,Rao,jhanvi.rao@outlook.com,,,Male,380074,Gujarat,Ahmedabad,951827604,19,Immigration Law,Supreme Court,"['English', 'Tamil']",3.8,2023-12-19 21:50:58.549698,,True,6543
366,Samaira,Das,samaira.das@yahoo.com,,,Female,700075,West Bengal,Kolkata,3146838143,22,Criminal Law,Magistrate Court,"['Gujarati', 'Kannada', 'English', 'Marathi', 'Bengali']",3.04,2023-12-19 21:50:58.549698,,True,5105
367,Ved,Rao,ved.rao@yahoo.com,,,Male,110010,Delhi,Delhi,7208940335,23,Civil Rights Law,Supreme Court,"['Gujarati', 'Bengali', 'Marathi']",3.45,2023-12-19 21:50:58.549698,,True,4171
368,Chahat,Mishra,chahat.mishra@gmail.com,,,Female,411092,Maharashtra,Mumbai,7689285789,28,Criminal Law,High Court,['Gujarati'],3.23,2023-12-19 21:50:58.549698,,True,6015
369,Yuvan,Mishra,yuvan.mishra@rediffmail.com,,,Female,226076,Uttar Pradesh,Lucknow,7392789071,13,Personal Injury Law,Supreme Court,"['Marathi', 'Tamil', 'Kannada', 'Hindi']",4.66,2023-12-19 21:50:58.549698,,True,5397
370,Yuvika,Roy,yuvika.roy@hotmail.com,,,Female,226097,Uttar Pradesh,Lucknow,1405351067,27,Corporate Law,Supreme Court,"['Tamil', 'Hindi', 'Bengali']",3.01,2023-12-19 21:50:58.549698,,True,6044
371,Zain,Yadav,zain.yadav@rediffmail.com,,,Male,600085,Tamil Nadu,Chennai,6860064904,15,Family Law,Sessions Court,"['English', 'Marathi']",3.45,2023-12-19 21:50:58.549698,,True,5478
372,Vansh,Singh,vansh.singh@gmail.com,,,Male,500096,Telangana,Hyderabad,3916942646,5,Family Law,High Court,"['Kannada', 'Bengali', 'Telugu', 'Marathi']",3.51,2023-12-19 21:50:58.549698,,True,2511
373,Vihaan,Jha,vihaan.jha@hotmail.com,,,Male,700054,West Bengal,Kolkata,8587740559,26,Real Estate Law,District Court,"['Kannada', 'Tamil', 'Gujarati', 'English', 'Bengali']",3.02,2023-12-19 21:50:58.549698,,True,6766
374,Aarohi,Das,aarohi.das@yahoo.com,,,Female,226040,Uttar Pradesh,Lucknow,5425289701,28,Immigration Law,Sessions Court,"['Bengali', 'Hindi', 'Tamil', 'Kannada', 'Marathi', 'Telugu', 'Gujarati']",3.86,2023-12-19 21:50:58.549698,,True,6772
375,Saisha,Singh,saisha.singh@gmail.com,,,Male,560025,Karnataka,Bangalore,4485446779,4,Immigration Law,Sessions Court,"['Kannada', 'English', 'Marathi', 'Telugu', 'Bengali', 'Hindi']",4.84,2023-12-19 21:50:58.549698,,True,2188
376,Ishaan,Choudhary,ishaan.choudhary@rediffmail.com,,,Female,600042,Tamil Nadu,Chennai,5613990636,7,Immigration Law,Supreme Court,['Telugu'],4.93,2023-12-19 21:50:58.549698,,True,6041
377,Aadi,Pandey,aadi.pandey@outlook.com,,,Female,560010,Karnataka,Bangalore,3199110630,5,Criminal Law,Supreme Court,"['Tamil', 'Bengali', 'Gujarati', 'Telugu', 'Marathi', 'Hindi', 'English']",4.84,2023-12-19 21:50:58.549698,,True,5615
378,Vidhi,Kumar,vidhi.kumar@gmail.com,,,Female,600087,Tamil Nadu,Chennai,9012851554,18,Immigration Law,High Court,['Bengali'],3.62,2023-12-19 21:50:58.549698,,True,3318
379,Ananya,Das,ananya.das@gmail.com,,,Male,226051,Uttar Pradesh,Lucknow,8530734165,8,Civil Rights Law,High Court,['Telugu'],3.89,2023-12-19 21:50:58.549698,,True,6897
380,Mihika,Naik,mihika.naik@hotmail.com,,,Male,500096,Telangana,Hyderabad,2143007652,10,Real Estate Law,Sessions Court,"['Hindi', 'Telugu', 'Bengali', 'Kannada']",3.81,2023-12-19 21:50:58.549698,,True,4174
381,Atharva,Pradhan,atharva.pradhan@gmail.com,,,Male,302054,Rajasthan,Jaipur,9551547677,9,Real Estate Law,Magistrate Court,"['Marathi', 'Telugu', 'Hindi', 'Kannada', 'Bengali', 'Gujarati', 'Tamil', 'English']",3.66,2023-12-19 21:50:58.549698,,True,4109
382,Esha,Rao,esha.rao@gmail.com,,,Female,600086,Tamil Nadu,Chennai,9608709353,4,Family Law,Sessions Court,"['Tamil', 'Bengali', 'Gujarati', 'Telugu', 'Kannada', 'Marathi']",3.99,2023-12-19 21:50:58.549698,,True,2966
383,Atharva,Pandey,atharva.pandey@rediffmail.com,,,Male,380044,Gujarat,Ahmedabad,1729117048,4,Corporate Law,Magistrate Court,"['Gujarati', 'Telugu', 'Marathi', 'Tamil', 'Kannada', 'Bengali']",3.36,2023-12-19 21:50:58.549698,,True,2619
384,Ishant,Verma,ishant.verma@rediffmail.com,,,Male,110015,Delhi,Delhi,2210533321,15,Criminal Law,Supreme Court,['Marathi'],3.43,2023-12-19 21:50:58.549698,,True,2325
385,Kabir,Shah,kabir.shah@rediffmail.com,,,Female,411031,Maharashtra,Mumbai,3299312567,22,Family Law,High Court,"['Gujarati', 'Kannada', 'English', 'Tamil', 'Marathi', 'Bengali', 'Telugu', 'Hindi']",4.53,2023-12-19 21:50:58.549698,,True,6390
386,Neha,Pathak,neha.pathak@hotmail.com,,,Male,560017,Karnataka,Bangalore,3013165726,26,Corporate Law,Sessions Court,"['Bengali', 'Marathi', 'Tamil', 'Gujarati', 'Hindi', 'English', 'Telugu', 'Kannada']",4.31,2023-12-19 21:50:58.549698,,True,5116
387,Yuvan,Yadav,yuvan.yadav@gmail.com,,,Female,411012,Maharashtra,Pune,9085397788,20,Corporate Law,High Court,"['Hindi', 'Tamil', 'Marathi', 'English', 'Telugu', 'Gujarati']",4.66,2023-12-19 21:50:58.549698,,True,6724
388,Neha,Malhotra,neha.malhotra@yahoo.com,,,Female,700076,West Bengal,Kolkata,9534203067,11,Real Estate Law,Supreme Court,"['Tamil', 'Kannada']",3.81,2023-12-19 21:50:58.549698,,True,4016
389,Chahat,Sharma,chahat.sharma@gmail.com,,,Male,411024,Maharashtra,Pune,8061605512,18,Civil Rights Law,Sessions Court,"['Bengali', 'Telugu', 'Kannada']",4.79,2023-12-19 21:50:58.549698,,True,6102
390,Rohan,Chauhan,rohan.chauhan@yahoo.com,,,Female,302079,Rajasthan,Jaipur,4554165493,5,Family Law,Magistrate Court,"['Tamil', 'Hindi', 'Marathi']",3.65,2023-12-19 21:50:58.549698,,True,3965
391,Ishant,Yadav,ishant.yadav@hotmail.com,,,Female,380059,Gujarat,Ahmedabad,7158190625,22,Corporate Law,High Court,"['English', 'Kannada', 'Hindi']",4.15,2023-12-19 21:50:58.549698,,True,2765
392,Esha,Mishra,esha.mishra@hotmail.com,,,Female,380096,Gujarat,Ahmedabad,968841390,15,Civil Rights Law,Magistrate Court,"['Telugu', 'Kannada']",4.64,2023-12-19 21:50:58.549698,,True,5174
393,Amaira,Malhotra,amaira.malhotra@gmail.com,,,Female,700054,West Bengal,Kolkata,5358005881,15,Real Estate Law,District Court,"['Hindi', 'Bengali']",4.35,2023-12-19 21:50:58.549698,,True,3968
394,Kritika,Das,kritika.das@yahoo.com,,,Male,411078,Maharashtra,Mumbai,6200454652,11,Corporate Law,Supreme Court,"['Bengali', 'Telugu', 'Tamil']",4.21,2023-12-19 21:50:58.549698,,True,6118
395,Dhruv,Malhotra,dhruv.malhotra@yahoo.com,,,Male,560032,Karnataka,Bangalore,4537522862,25,Personal Injury Law,High Court,"['Marathi', 'English', 'Gujarati', 'Bengali', 'Kannada', 'Telugu', 'Hindi']",3.07,2023-12-19 21:50:58.549698,,True,3477
396,Pari,Khan,pari.khan@gmail.com,,,Female,380046,Gujarat,Ahmedabad,9562621980,12,Personal Injury Law,Magistrate Court,"['Hindi', 'English', 'Telugu', 'Tamil', 'Marathi', 'Gujarati', 'Kannada', 'Bengali']",3.87,2023-12-19 21:50:58.549698,,True,4512
397,Ananya,Singh,ananya.singh@hotmail.com,,,Female,380016,Gujarat,Ahmedabad,4503734291,1,Civil Rights Law,District Court,"['Gujarati', 'Kannada', 'English', 'Telugu', 'Marathi', 'Tamil', 'Bengali', 'Hindi']",3.56,2023-12-19 21:50:58.549698,,True,4949
398,Ishani,Mishra,ishani.mishra@outlook.com,,,Female,110080,Delhi,Delhi,2945984909,8,Criminal Law,Supreme Court,"['English', 'Bengali', 'Tamil']",4.46,2023-12-19 21:50:58.549698,,True,6239
399,Sia,Deshmukh,sia.deshmukh@hotmail.com,,,Male,226066,Uttar Pradesh,Lucknow,8907763500,22,Criminal Law,District Court,['Tamil'],4.34,2023-12-19 21:50:58.549698,,True,4780
400,Zara,Deshmukh,zara.deshmukh@outlook.com,,,Male,600056,Tamil Nadu,Chennai,2120277746,25,Civil Rights Law,High Court,"['Gujarati', 'Hindi', 'Telugu', 'Kannada', 'Bengali', 'Tamil', 'Marathi']",3.49,2023-12-19 21:50:58.549698,,True,4076
401,Ananya,Pathak,ananya.pathak@outlook.com,,,Male,380072,Gujarat,Ahmedabad,7525344530,24,Family Law,Magistrate Court,"['Gujarati', 'Telugu', 'Bengali', 'Kannada']",4.07,2023-12-19 21:50:58.549698,,True,4347
402,Aarav,Mishra,aarav.mishra@outlook.com,,,Male,560093,Karnataka,Bangalore,4691085011,14,Corporate Law,Magistrate Court,"['Telugu', 'Hindi', 'Gujarati', 'English']",3.8,2023-12-19 21:50:58.549698,,True,6950
403,Ishani,Pradhan,ishani.pradhan@gmail.com,,,Male,600058,Tamil Nadu,Chennai,4962851131,9,Corporate Law,Sessions Court,"['Tamil', 'Hindi', 'English', 'Bengali', 'Kannada']",4.56,2023-12-19 21:50:58.549698,,True,5119
404,Yuvaan,Choudhary,yuvaan.choudhary@yahoo.com,,,Male,560017,Karnataka,Bangalore,4266574214,28,Criminal Law,District Court,"['Tamil', 'English', 'Hindi', 'Bengali', 'Telugu', 'Gujarati', 'Marathi', 'Kannada']",3.59,2023-12-19 21:50:58.549698,,True,6005
405,Kavya,Chauhan,kavya.chauhan@rediffmail.com,,,Female,700042,West Bengal,Kolkata,1127801596,8,Immigration Law,District Court,"['English', 'Kannada', 'Bengali', 'Marathi', 'Telugu', 'Gujarati', 'Tamil', 'Hindi']",3.26,2023-12-19 21:50:58.549698,,True,6759
406,Zain,Gupta,zain.gupta@hotmail.com,,,Male,226012,Uttar Pradesh,Lucknow,7656774564,16,Real Estate Law,High Court,"['Tamil', 'Telugu', 'English', 'Kannada', 'Gujarati', 'Hindi', 'Marathi', 'Bengali']",3.7,2023-12-19 21:50:58.549698,,True,6561
407,Ishani,Pathak,ishani.pathak@yahoo.com,,,Male,380016,Gujarat,Ahmedabad,9873157645,27,Family Law,District Court,"['Hindi', 'Tamil', 'Telugu', 'Gujarati', 'Bengali', 'Kannada', 'Marathi', 'English']",3.82,2023-12-19 21:50:58.549698,,True,6012
408,Advik,Pathak,advik.pathak@yahoo.com,,,Male,380022,Gujarat,Ahmedabad,7444164822,22,Personal Injury Law,District Court,"['Telugu', 'Marathi', 'English']",4.76,2023-12-19 21:50:58.549698,,True,2730
409,Yuvika,Sharma,yuvika.sharma@yahoo.com,,,Male,411061,Maharashtra,Mumbai,8335391625,1,Real Estate Law,Sessions Court,"['Gujarati', 'English', 'Marathi']",4.41,2023-12-19 21:50:58.549698,,True,2437
410,Shiv,Mishra,shiv.mishra@outlook.com,,,Female,600073,Tamil Nadu,Chennai,9779918769,8,Corporate Law,Magistrate Court,"['Gujarati', 'Bengali', 'Tamil', 'Telugu', 'Kannada', 'Marathi', 'Hindi']",3.86,2023-12-19 21:50:58.549698,,True,2333
411,Samaira,Yadav,samaira.yadav@rediffmail.com,,,Female,110045,Delhi,Delhi,7031268392,29,Immigration Law,Magistrate Court,"['Gujarati', 'Tamil', 'Telugu']",3.7,2023-12-19 21:50:58.549698,,True,6010
412,Ved,Thakur,ved.thakur@hotmail.com,,,Female,411084,Maharashtra,Pune,5783555953,18,Real Estate Law,High Court,"['Marathi', 'Kannada', 'Bengali', 'Tamil', 'English', 'Gujarati', 'Telugu', 'Hindi']",4.02,2023-12-19 21:50:58.549698,,True,4743
413,Niyati,Malhotra,niyati.malhotra@rediffmail.com,,,Female,700066,West Bengal,Kolkata,7335560251,22,Real Estate Law,Magistrate Court,"['Marathi', 'Tamil', 'Telugu']",3.05,2023-12-19 21:50:58.549698,,True,5106
414,Hrithik,Sharma,hrithik.sharma@rediffmail.com,,,Female,110087,Delhi,Delhi,2159905894,11,Civil Rights Law,Magistrate Court,['Tamil'],4.13,2023-12-19 21:50:58.549698,,True,6320
415,Ishant,Yadav,ishant.yadav@gmail.com,,,Female,560018,Karnataka,Bangalore,2521118258,14,Civil Rights Law,District Court,['Marathi'],3.14,2023-12-19 21:50:58.549698,,True,4576
416,Sia,Rao,sia.rao@rediffmail.com,,,Female,500062,Telangana,Hyderabad,5285418634,11,Real Estate Law,Magistrate Court,"['Kannada', 'English', 'Marathi', 'Gujarati', 'Telugu']",4.01,2023-12-19 21:50:58.549698,,True,4583
417,Suhana,Verma,suhana.verma@hotmail.com,,,Male,110037,Delhi,Delhi,6057258077,25,Family Law,Sessions Court,['Hindi'],3.86,2023-12-19 21:50:58.549698,,True,4363
418,Aarohi,Das,aarohi.das@hotmail.com,,,Male,380050,Gujarat,Ahmedabad,1993760636,28,Civil Rights Law,High Court,"['Kannada', 'Hindi', 'Bengali', 'English', 'Telugu']",4.75,2023-12-19 21:50:58.549698,,True,4124
419,Jhanvi,Gupta,jhanvi.gupta@gmail.com,,,Male,700088,West Bengal,Kolkata,2218373206,19,Real Estate Law,Sessions Court,['Tamil'],3.78,2023-12-19 21:50:58.549698,,True,4466
420,Vihaan,Das,vihaan.das@gmail.com,,,Female,302045,Rajasthan,Jaipur,5030352642,15,Personal Injury Law,Sessions Court,['Tamil'],3.57,2023-12-19 21:50:58.549698,,True,4339
421,Mohit,Verma,mohit.verma@outlook.com,,,Female,411048,Maharashtra,Pune,5501545113,4,Criminal Law,District Court,"['Hindi', 'Marathi', 'Tamil', 'Bengali', 'English', 'Gujarati', 'Kannada', 'Telugu']",3.28,2023-12-19 21:50:58.549698,,True,3543
422,Aarushi,Gupta,aarushi.gupta@yahoo.com,,,Male,560086,Karnataka,Bangalore,9628796479,22,Family Law,District Court,['Hindi'],4.62,2023-12-19 21:50:58.549698,,True,4031
423,Aditya,Gupta,aditya.gupta@hotmail.com,,,Male,560042,Karnataka,Bangalore,7464088416,15,Immigration Law,Magistrate Court,"['Tamil', 'Kannada', 'Gujarati', 'Telugu']",4.5,2023-12-19 21:50:58.549698,,True,4088
424,Vidhi,Pathak,vidhi.pathak@yahoo.com,,,Female,226036,Uttar Pradesh,Lucknow,6135459460,27,Civil Rights Law,High Court,"['Hindi', 'Marathi']",4.44,2023-12-19 21:50:58.549698,,True,4155
425,Rohan,Choudhary,rohan.choudhary@outlook.com,,,Male,700015,West Bengal,Kolkata,2702725984,21,Corporate Law,Sessions Court,"['Bengali', 'Hindi']",4.86,2023-12-19 21:50:58.549698,,True,6494
426,Vihaan,Patel,vihaan.patel@gmail.com,,,Female,110041,Delhi,Delhi,1289876958,3,Immigration Law,District Court,"['Bengali', 'Tamil']",4.41,2023-12-19 21:50:58.549698,,True,5527
427,Amaira,Gupta,amaira.gupta@hotmail.com,,,Female,411082,Maharashtra,Mumbai,6276844920,14,Personal Injury Law,Sessions Court,"['Hindi', 'Tamil', 'Kannada', 'Telugu']",4.03,2023-12-19 21:50:58.549698,,True,6193
428,Ishwar,Sharma,ishwar.sharma@yahoo.com,,,Female,500040,Telangana,Hyderabad,4371335051,4,Corporate Law,Supreme Court,"['Telugu', 'English', 'Kannada', 'Marathi', 'Gujarati', 'Bengali', 'Tamil', 'Hindi']",4.39,2023-12-19 21:50:58.549698,,True,6400
429,Rohan,Verma,rohan.verma@gmail.com,,,Female,700049,West Bengal,Kolkata,7027918241,10,Personal Injury Law,Magistrate Court,"['Marathi', 'Gujarati', 'English', 'Kannada', 'Tamil', 'Telugu']",3.44,2023-12-19 21:50:58.549698,,True,6921
430,Aarushi,Gupta,aarushi.gupta@yahoo.com,,,Female,380085,Gujarat,Ahmedabad,1767296304,16,Criminal Law,Supreme Court,['Marathi'],4.27,2023-12-19 21:50:58.549698,,True,6458
431,Hrithik,Jha,hrithik.jha@hotmail.com,,,Male,411033,Maharashtra,Mumbai,4428151625,18,Immigration Law,High Court,"['Hindi', 'Bengali', 'English', 'Tamil', 'Kannada', 'Telugu']",4.56,2023-12-19 21:50:58.549698,,True,5296
432,Sia,Mishra,sia.mishra@outlook.com,,,Male,600069,Tamil Nadu,Chennai,990134402,22,Personal Injury Law,High Court,"['Kannada', 'Marathi', 'Hindi', 'Telugu', 'Tamil', 'Bengali', 'English', 'Gujarati']",3.29,2023-12-19 21:50:58.549698,,True,4557
433,Aadi,Jha,aadi.jha@gmail.com,,,Male,380060,Gujarat,Ahmedabad,4811092464,21,Corporate Law,High Court,"['Kannada', 'Telugu', 'Bengali']",4.14,2023-12-19 21:50:58.549698,,True,2477
434,Avishi,Malhotra,avishi.malhotra@outlook.com,,,Female,411047,Maharashtra,Pune,3154447369,20,Family Law,Sessions Court,"['Hindi', 'Tamil', 'Kannada', 'English']",4.43,2023-12-19 21:50:58.549698,,True,6698
435,Pranav,Reddy,pranav.reddy@gmail.com,,,Female,700022,West Bengal,Kolkata,3169860339,10,Real Estate Law,District Court,"['Gujarati', 'Kannada', 'Hindi', 'English', 'Tamil', 'Bengali', 'Telugu']",3.5,2023-12-19 21:50:58.549698,,True,5381
436,Ishani,Reddy,ishani.reddy@rediffmail.com,,,Male,500026,Telangana,Hyderabad,3965579839,10,Family Law,Supreme Court,"['Bengali', 'English', 'Gujarati', 'Tamil', 'Hindi', 'Kannada', 'Marathi']",4.5,2023-12-19 21:50:58.549698,,True,4473
437,Jhanvi,Pandey,jhanvi.pandey@yahoo.com,,,Male,226058,Uttar Pradesh,Lucknow,6957854822,8,Real Estate Law,Supreme Court,"['Bengali', 'Tamil', 'Telugu', 'Hindi', 'Gujarati', 'English']",3.1,2023-12-19 21:50:58.549698,,True,4672
438,Ishani,Verma,ishani.verma@hotmail.com,,,Male,226053,Uttar Pradesh,Lucknow,5452448153,5,Criminal Law,Supreme Court,"['English', 'Tamil', 'Bengali', 'Kannada', 'Hindi']",4.01,2023-12-19 21:50:58.549698,,True,2973
439,Rohan,Pradhan,rohan.pradhan@hotmail.com,,,Male,411068,Maharashtra,Mumbai,5296781646,14,Corporate Law,High Court,"['Gujarati', 'Tamil', 'Hindi', 'English', 'Bengali', 'Telugu', 'Kannada']",4.17,2023-12-19 21:50:58.549698,,True,5298
440,Niyati,Singh,niyati.singh@yahoo.com,,,Female,411055,Maharashtra,Pune,4821442568,18,Criminal Law,Supreme Court,"['Gujarati', 'Telugu', 'Bengali']",3.62,2023-12-19 21:50:58.549698,,True,6084
441,Niyati,Deshmukh,niyati.deshmukh@rediffmail.com,,,Male,411013,Maharashtra,Pune,1461789597,14,Immigration Law,District Court,"['Gujarati', 'Marathi', 'Kannada', 'Hindi', 'Tamil', 'Bengali', 'Telugu', 'English']",3.55,2023-12-19 21:50:58.549698,,True,4788
442,Ishant,Roy,ishant.roy@hotmail.com,,,Female,226084,Uttar Pradesh,Lucknow,5065374214,19,Personal Injury Law,Supreme Court,"['Bengali', 'Tamil']",3.76,2023-12-19 21:50:58.549698,,True,5879
443,Ishani,Das,ishani.das@yahoo.com,,,Female,700070,West Bengal,Kolkata,7181326486,21,Civil Rights Law,Sessions Court,"['English', 'Kannada', 'Hindi', 'Telugu', 'Marathi']",3.81,2023-12-19 21:50:58.549698,,True,6730
444,Rohan,Choudhary,rohan.choudhary@gmail.com,,,Female,226081,Uttar Pradesh,Lucknow,9749998430,20,Personal Injury Law,Supreme Court,"['Marathi', 'Gujarati', 'Tamil', 'Kannada', 'Telugu', 'English']",3.21,2023-12-19 21:50:58.549698,,True,4078
